"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"232231_at",1.16279566666667,8.30687116666667,8.72641851141704,1.79467936399241e-14,7.32816237686969e-13,22.3931759774525
"225968_at",-1.10287666666667,8.31367183333333,-8.72556593783746,1.80297345594138e-14,7.35092075155845e-13,22.3886373365069
"228729_at",1.64728266666667,5.476703,8.71934874819121,1.86462129379396e-14,7.59107738184549e-13,22.355543268327
"219118_at",1.15993166666667,9.25214483333333,8.71851973281204,1.87299861475087e-14,7.61950887362378e-13,22.3511308083629
"206994_at",1.22859616666667,7.18157441666667,8.71444992633675,1.91467135303302e-14,7.77168940067411e-13,22.3294704532645
"226145_s_at",-1.95310016666666,8.16180091666667,-8.71043687565141,1.95666677122653e-14,7.93037477515275e-13,22.3081143084888
"209498_at",1.5261855,8.14775825,8.70717116820274,1.99151735477715e-14,8.05371385890834e-13,22.2907368551829
"202589_at",1.534709,8.49812616666667,8.70698916476177,1.99347771859547e-14,8.0556832419961e-13,22.2897684217355
"1559477_s_at",-1.04855566666667,7.315186,-8.70496388154553,2.01542217631454e-14,8.1383461957162e-13,22.2789922630544
"206364_at",1.17185816666666,5.84325441666667,8.7024289667316,2.04322784978268e-14,8.23845742528524e-13,22.2655052171869
"200986_at",-1.0628765,11.2474200833333,-8.69356120666031,2.14353852862629e-14,8.61116598476433e-13,22.2183309304804
"212344_at",1.55053833333334,7.83046566666667,8.68972966382908,2.18838332352538e-14,8.78260875597315e-13,22.1979513256751
"202672_s_at",-1.99735983333333,9.85253375,-8.68950564411177,2.19103399051621e-14,8.78260875597315e-13,22.1967598474314
"229377_at",1.26540733333333,6.7443025,8.68623673739464,2.23007829123594e-14,8.92602712835469e-13,22.1793745050118
"209774_x_at",-2.17339283333333,10.4767009166667,-8.68503466988922,2.24460951394087e-14,8.97105447183606e-13,22.1729817944445
"203108_at",-1.44810266666668,11.2881031666667,-8.68476367920437,2.24789839153308e-14,8.97763656370134e-13,22.1715406667803
"204092_s_at",1.20953283333334,6.40436091666667,8.68459165620838,2.24998863721043e-14,8.97942545543652e-13,22.170625854122
"222453_at",-1.26209350000001,11.4823215833333,-8.68210344439877,2.28044014834468e-14,9.08106810711913e-13,22.1573940708835
"225207_at",-2.72905733333333,9.75649633333333,-8.68158383877051,2.28685085070846e-14,9.09996872361607e-13,22.1546310235321
"210052_s_at",1.53913066666667,6.51230633333333,8.67701036704125,2.34405628547862e-14,9.30052811382754e-13,22.1303127682543
"205193_at",-1.349906,9.269901,-8.67608179759458,2.35584377250261e-14,9.34051909076000e-13,22.1253756850638
"266_s_at",1.688087,9.84708483333333,8.67343682194645,2.38974419468821e-14,9.46357675242259e-13,22.111313332484
"40560_at",-1.27784883333333,9.35332891666667,-8.67328044331903,2.39176362394327e-14,9.46357675242259e-13,22.1104819550992
"225688_s_at",-1.495065,9.69075033333333,-8.66917620434629,2.44537636383824e-14,9.66047346046645e-13,22.0886632059133
"235849_at",-1.63505466666667,8.3087045,-8.66253023630695,2.53473986772796e-14,9.99184587368609e-13,22.0533370990527
"225911_at",-1.64708449999999,10.0927155833333,-8.6615016611609,2.54885794387838e-14,1.00402599482385e-12,22.0478703284988
"231035_s_at",-1.052625,6.91095316666667,-8.66020101476187,2.5668225723971e-14,1.00819701254175e-12,22.0409577340657
"218839_at",-1.12729833333333,8.75237266666667,-8.65536661387452,2.63470770914047e-14,1.0333762123189e-12,22.0152661879659
"202388_at",-1.433688,11.8590483333333,-8.65107156651665,2.69651697959332e-14,1.05686068716319e-12,21.9924436229441
"209159_s_at",-1.41240216666667,7.16662725,-8.64706360161484,2.75549616122303e-14,1.07843058421524e-12,21.971148810381
"228885_at",-2.50653483333333,8.51886725,-8.63934677052447,2.87269371663292e-14,1.12188949254932e-12,21.9301545638128
"212328_at",-1.554044,11.3782208333333,-8.63904209134689,2.87742142621522e-14,1.12215514039656e-12,21.9285361803758
"235591_at",-1.759233,6.005993,-8.63889660605293,2.87968165441451e-14,1.12221378799083e-12,21.9277634015711
"220013_at",1.108566,6.557291,8.63863579496275,2.88373798462513e-14,1.12299411901267e-12,21.9263780504397
"207574_s_at",-1.50332716666666,10.8176325833333,-8.63418384393178,2.95386189532395e-14,1.1478493185987e-12,21.9027320594006
"210146_x_at",-1.54091333333333,6.80099233333333,-8.63279430996714,2.97609449337357e-14,1.15566737517898e-12,21.895352282837
"207957_s_at",-1.4555675,7.24854491666667,-8.62866322453846,3.04318064377332e-14,1.18004185601636e-12,21.8734137853148
"212397_at",-1.08579583333333,10.6748599166667,-8.62813269300096,3.05190450131973e-14,1.1825859575454e-12,21.8705965221724
"209642_at",1.43731216666667,5.61986108333333,8.62687117338214,3.07274855745374e-14,1.18897754691283e-12,21.8638976757955
"210772_at",-1.82578116666667,6.81196391666667,-8.62352111708103,3.12879188037724e-14,1.20724556146525e-12,21.8461094823495
"228193_s_at",-1.24652433333333,6.417359,-8.62124501663056,3.16744828553378e-14,1.22129925960197e-12,21.8340246935136
"211735_x_at",-3.3592235,12.8827399166667,-8.61823107634594,3.21936840301831e-14,1.23957019320441e-12,21.8180235119539
"217525_at",-1.33177449999999,8.48609775,-8.61565412389483,3.26443196002415e-14,1.25515342766751e-12,21.8043433319216
"205433_at",-2.45927433333333,7.57141283333333,-8.61197588112094,3.3298437995386e-14,1.27940414434134e-12,21.7848183821009
"206618_at",-1.47989916666666,7.20820041666667,-8.60733875227393,3.41417023200544e-14,1.30996321006945e-12,21.7602061553183
"210139_s_at",-1.015833,11.5504185,-8.59036060849403,3.74146420028851e-14,1.42653106799703e-12,21.6701181254589
"206651_s_at",-2.80090183333333,8.59365491666667,-8.58830283286016,3.78319730670993e-14,1.44143771947293e-12,21.6592021032994
"1553681_a_at",-1.10544416666667,7.80151358333333,-8.5881670073024,3.78596818714651e-14,1.44148893197936e-12,21.6584816014435
"216504_s_at",-1.14401633333333,5.832626,-8.58797600737234,3.7898680585544e-14,1.44196963188213e-12,21.6574684254062
"229670_at",-1.16998416666667,7.69428408333333,-8.58771676363021,3.79516774221132e-14,1.44298189363981e-12,21.6560932523384
"203889_at",1.77327,5.93289483333333,8.58642560282931,3.82167282399423e-14,1.45204976825493e-12,21.649244359566
"1568838_at",1.232063,4.68820466666667,8.58310040891187,3.89078407905155e-14,1.47728208001489e-12,21.6316071424132
"202768_at",-2.68793483333333,10.0177184166667,-8.57980383480555,3.96052832750668e-14,1.50063677274032e-12,21.6141232868811
"209821_at",-2.03683233333334,8.550786,-8.57825893653373,3.99363995613792e-14,1.51213479641164e-12,21.6059302313498
"220393_at",2.13462833333333,5.09891116666667,8.57617590387872,4.03872198130325e-14,1.52708937985999e-12,21.5948838301563
"220736_at",-1.36361466666667,5.77441383333333,-8.57107949461767,4.15116811758869e-14,1.56527666778732e-12,21.5678600032157
"236712_at",-1.34010033333333,5.39980683333333,-8.56978824134396,4.18014942142272e-14,1.57511832954023e-12,21.5610136957565
"224909_s_at",-1.05677916666667,9.08398375,-8.55709618967698,4.47595264142416e-14,1.68194302865887e-12,21.4937324239914
"209709_s_at",1.25181816666666,5.94827708333333,8.55404212964391,4.55018631421553e-14,1.70866371380312e-12,21.4775461609336
"209655_s_at",-1.34652083333334,8.24636858333333,-8.55302152227817,4.57526591684947e-14,1.71690229240731e-12,21.4721373289627
"221521_s_at",1.11872016666667,7.04041391666667,8.55061310235646,4.63499526222834e-14,1.73693191201052e-12,21.4593742168731
"203324_s_at",-1.82034983333333,11.15270575,-8.54734765379231,4.71722036685523e-14,1.7665344079302e-12,21.4420707395513
"204865_at",-1.54637733333333,5.777967,-8.54566926856498,4.76004588469482e-14,1.78135187368713e-12,21.4331776499654
"242436_at",-1.192358,5.64668116666667,-8.54466022671492,4.78597851556554e-14,1.78983156866311e-12,21.4278313400391
"203603_s_at",-1.21091383333333,8.29379575,-8.54079708807813,4.88656840306985e-14,1.8218825121156e-12,21.4073642509207
"219990_at",1.36147666666666,4.830782,8.53736825056916,4.97761081611967e-14,1.85262676222834e-12,21.3891999382808
"231849_at",1.224104,6.56347433333333,8.53419388528068,5.06340052160767e-14,1.88327498992448e-12,21.372385231811
"204444_at",1.48366416666667,5.40341841666667,8.52541330884367,5.30844372535212e-14,1.96638997753135e-12,21.3258819750163
"209109_s_at",1.215225,9.687522,8.52419851542314,5.34326209457853e-14,1.97794756276967e-12,21.3194491405465
"209304_x_at",-1.33883166666666,10.6753713333333,-8.52133260782657,5.42630783401289e-14,2.00056224426605e-12,21.3042738362032
"209047_at",-1.78952866666667,11.5886853333333,-8.51673081658225,5.56234973717574e-14,2.04933606388196e-12,21.2799093741918
"214387_x_at",-3.2855315,12.8775904166667,-8.51497923773642,5.61501854667442e-14,2.06595652112667e-12,21.2706363587612
"233947_s_at",-1.31791983333333,7.21284108333333,-8.51438768310793,5.63291807419546e-14,2.07114859251269e-12,21.2675047183792
"218355_at",1.520885,6.19996816666667,8.51085814718366,5.74090267510022e-14,2.10864554604079e-12,21.2488207329516
"218826_at",1.05215916666667,7.48867825,8.50900510761287,5.79841775389444e-14,2.1277079912361e-12,21.2390122065381
"222484_s_at",2.42991216666667,8.91994291666667,8.49905037319835,6.11735212035972e-14,2.235736812705e-12,21.1863284793454
"201150_s_at",-1.22985916666666,12.3281720833333,-8.49859825675175,6.13224456049392e-14,2.23968250731466e-12,21.1839360821768
"202149_at",-1.34938983333333,11.07574925,-8.49755102840178,6.16687833329612e-14,2.24932670362218e-12,21.1783947377257
"216920_s_at",-1.315717,7.56906683333333,-8.49732145175057,6.17449683102632e-14,2.25060409490909e-12,21.1771799689502
"225390_s_at",-1.0236075,9.73337391666667,-8.48357643543924,6.64810804466792e-14,2.41683616384718e-12,21.1044648080908
"208651_x_at",1.519136,9.27694566666667,8.48341462024881,6.65389372502378e-14,2.41728664063572e-12,21.1036089278886
"204767_s_at",1.00314316666666,8.23944325,8.47645889914758,6.90738875646101e-14,2.50272684068592e-12,21.0668221583417
"205119_s_at",-1.36084383333333,9.70900191666667,-8.47470654131879,6.97275300711911e-14,2.52306598718886e-12,21.05755560751
"214582_at",-1.06877916666667,6.84360225,-8.47312870359592,7.03213391873442e-14,2.54286985454236e-12,21.0492123260207
"60474_at",1.53568333333334,6.91512466666667,8.47290061701117,7.04075933652069e-14,2.54306523865953e-12,21.0480062823354
"235924_at",1.011395,7.9705585,8.46812751117266,7.2236958888032e-14,2.60696747670175e-12,21.0227695496995
"201719_s_at",-1.01391983333333,9.82472825,-8.4673384918114,7.25438850136812e-14,2.61631722501518e-12,21.0185981198443
"227013_at",-1.04202233333334,10.063773,-8.46470561130791,7.35774873612086e-14,2.64835360202375e-12,21.0046791528724
"218532_s_at",-1.243764,7.8568945,-8.46172769784025,7.47642099664678e-14,2.6882217088172e-12,20.9889374123553
"209616_s_at",-1.60962633333334,10.778444,-8.46167980197941,7.47834516526925e-14,2.6882217088172e-12,20.9886842380274
"223822_at",1.1640625,6.51294608333333,8.46123234725001,7.49634503535685e-14,2.69292158218223e-12,20.9863190390975
"209408_at",1.3650125,7.02403308333333,8.45707422436259,7.66569008077001e-14,2.74620146886883e-12,20.9643411014387
"204401_at",1.363738,7.35378616666667,8.45697504824221,7.66977529577083e-14,2.74620146886883e-12,20.9638169341159
"219233_s_at",1.29866633333334,7.737879,8.45222898970615,7.86782583127781e-14,2.81091748521403e-12,20.9387347485299
"227458_at",-1.568731,8.398875,-8.45157266705434,7.89561136121259e-14,2.81539587023184e-12,20.9352664570406
"218775_s_at",-1.43328,7.35446983333333,-8.44925986587142,7.99430467007829e-14,2.8419285294963e-12,20.9230451477694
"228480_at",-1.41874333333333,7.44808166666667,-8.44576667595349,8.14569996687391e-14,2.89198795901838e-12,20.9045879869797
"209813_x_at",-1.257705,7.288056,-8.42794938311872,8.96343420182539e-14,3.16177912893421e-12,20.81047512726
"222036_s_at",1.1612055,7.68813641666667,8.42777182066005,8.97198150947689e-14,3.16275363656124e-12,20.8095374712315
"204395_s_at",-1.2546335,7.89015225,-8.42726575137913,8.9963866352677e-14,3.16727262899718e-12,20.806865092556
"212230_at",-1.19004483333333,10.0548769166667,-8.42310979645706,9.19932152796336e-14,3.23455244078069e-12,20.7849204271534
"229490_s_at",1.22458783333334,5.45735891666667,8.42271720260808,9.21872568330655e-14,3.23721147549637e-12,20.7828475553776
"204797_s_at",-1.30229216666667,8.07489675,-8.42196123741923,9.25620442341981e-14,3.24828611585673e-12,20.7788561727112
"214265_at",-1.45236183333333,7.67585558333333,-8.42062519928798,9.32281270309758e-14,3.2695624409356e-12,20.7718023103879
"218883_s_at",1.490323,7.084997,8.41954260115117,9.37713529647598e-14,3.2865055918899e-12,20.7660867364362
"231008_at",1.4458695,6.77305808333333,8.41852229970945,9.42862017275754e-14,3.30243310663369e-12,20.7607002255468
"205207_at",-2.84491,8.78175,-8.41642001693591,9.53559069004197e-14,3.33562649378148e-12,20.7496020889691
"218662_s_at",1.2972615,5.95060258333333,8.411608054703,9.78500418632344e-14,3.4184990663721e-12,20.7242019231916
"204419_x_at",-1.720918,8.49275316666667,-8.40914676733567,9.91507555709869e-14,3.46012182929921e-12,20.7112113093942
"206254_at",1.02237566666667,4.94230116666667,8.40840701587973,9.95450425383104e-14,3.46578922240654e-12,20.7073071057327
"205194_at",1.3693015,6.77210091666667,8.4066497605569,1.004879231e-13,3.49502366125479e-12,20.6980331433349
"229599_at",1.01109766666667,8.28066683333333,8.40564321872963,1.01031994085389e-13,3.50948175134603e-12,20.6927213107654
"225571_at",-1.82235366666667,7.47792216666667,-8.40435898269709,1.01730425257362e-13,3.53149904821985e-12,20.6859442318411
"212944_at",1.059787,9.04430633333333,8.40402003714825,1.01915560415196e-13,3.53568100615537e-12,20.6841556159131
"201531_at",-1.42410050000001,11.9463590833333,-8.40340117092291,1.02254455915052e-13,3.54518857143656e-12,20.6808899051135
"231148_at",1.08009266666667,5.67794183333333,8.38715823558461,1.11561360860655e-13,3.85076856379817e-12,20.5951988215195
"220622_at",1.95720583333333,5.82395358333333,8.37782386390965,1.17286164702095e-13,4.03563313724798e-12,20.5459734744619
"222043_at",-1.6260195,9.17179191666667,-8.37537203699882,1.1883773470282e-13,4.0813147894954e-12,20.5330459327741
"205392_s_at",-1.94167633333334,10.0220351666667,-8.373683660144,1.19918030763951e-13,4.11250295665601e-12,20.5241443298727
"224215_s_at",-1.06453583333333,7.14125975,-8.36225304133461,1.27493252449908e-13,4.33500844384248e-12,20.4638909002884
"208370_s_at",-1.042274,10.1811115,-8.36196755196887,1.27688420628052e-13,4.33894617640692e-12,20.4623862892251
"203876_s_at",1.55375016666667,6.30729225,8.3592977903787,1.29527985722803e-13,4.39599169422361e-12,20.4483165145974
"215028_at",-1.30256966666667,5.20948383333333,-8.35146109573346,1.35081409098469e-13,4.57594550338217e-12,20.4070234069771
"43427_at",-1.058162,7.675769,-8.35121689492771,1.35258213462462e-13,4.57909772201866e-12,20.4057368240829
"203088_at",-1.3502605,9.60169075,-8.34813626136244,1.37508496435384e-13,4.6523991600276e-12,20.3895071994659
"203591_s_at",-1.25001083333334,7.98791841666667,-8.34473389398852,1.40037088321941e-13,4.72917097220637e-12,20.3715843853396
"224444_s_at",1.09502916666667,7.09690558333333,8.34357099978992,1.40911896916747e-13,4.75577652094021e-12,20.3654589837291
"227719_at",-1.63262683333333,7.95760725,-8.33876912853528,1.44582125685647e-13,4.86203232801353e-12,20.3401680545425
"226188_at",-1.01658316666667,9.88084091666667,-8.33062902124497,1.51022348835851e-13,5.05642799914278e-12,20.2973036112203
"201287_s_at",1.02921783333333,11.0432010833333,8.32942014219501,1.52002808766699e-13,5.0799227196328e-12,20.2909387822175
"227762_at",-2.12209550000001,9.08465058333333,-8.32536015279155,1.55342226004849e-13,5.18202331105254e-12,20.2695644231671
"232122_s_at",-1.94860366666667,8.241637,-8.32484393100594,1.55772023423724e-13,5.19319230530005e-12,20.2668468984787
"228262_at",1.67774,5.386376,8.32467159546441,1.55915770203271e-13,5.19481702368301e-12,20.2659396894794
"236335_at",-1.66651666666667,7.48796516666667,-8.32120549371236,1.58835053749801e-13,5.28242491713528e-12,20.247694469995
"226731_at",-1.1257385,8.99463258333333,-8.31926474491143,1.60493301074716e-13,5.33432901900311e-12,20.2374794234653
"204848_x_at",-1.60074483333333,8.50266391666667,-8.31744399336468,1.62064668106873e-13,5.37675104899473e-12,20.2278965423279
"220751_s_at",-1.14821033333333,8.50910883333333,-8.31686374963755,1.62568644972066e-13,5.39020052386155e-12,20.224842749939
"226489_at",-1.01010533333333,7.46128166666667,-8.31181590024656,1.6701929078535e-13,5.53105979629861e-12,20.1982785315005
"201250_s_at",1.457842,7.711546,8.30773684853456,1.7070411626101e-13,5.64966559114449e-12,20.1768156770608
"227697_at",-1.7918255,10.4423365833333,-8.30711433785948,1.71273530073061e-13,5.66508182501185e-12,20.1735404389578
"238512_at",-1.06031966666666,5.89714033333333,-8.30453411214464,1.73653886524244e-13,5.74034234928237e-12,20.1599656897974
"236083_at",1.30605616666667,5.94963875,8.30318182842091,1.7491453024953e-13,5.77852081050939e-12,20.1528516719918
"229479_at",1.887576,5.28198183333333,8.29969348366123,1.78208658804911e-13,5.87669386016799e-12,20.134501790525
"223458_at",1.02442616666666,7.34245325,8.299378659348,1.78508973054466e-13,5.88304888592703e-12,20.1328458071701
"237466_s_at",-1.43862416666667,6.91646408333333,-8.29153289060087,1.86157873840311e-13,6.12405640927738e-12,20.09158222245
"228504_at",-2.20976983333334,9.03546391666667,-8.29106035667659,1.86628819452101e-13,6.13585730820422e-12,20.0890973333467
"207857_at",-1.13103666666666,6.45786716666667,-8.29069507525706,1.86993684850606e-13,6.14415848510028e-12,20.0871764729309
"218468_s_at",2.70782283333333,5.49412175,8.28825895671422,1.89445236226878e-13,6.21723786957056e-12,20.0743665281186
"235199_at",-1.1434145,7.69024758333333,-8.28437557568564,1.93419468700757e-13,6.32867112580126e-12,20.0539484403891
"239349_at",-1.66490633333334,6.87240616666667,-8.28293325272737,1.94916556433006e-13,6.36622623833609e-12,20.0463656224497
"226875_at",-1.00044633333333,9.17271383333333,-8.28041384765688,1.97559318330779e-13,6.43900430358452e-12,20.0331210303811
"207723_s_at",-1.24641966666667,5.1671035,-8.27579647611486,2.02495599552454e-13,6.59014696757764e-12,20.0088501378292
"225240_s_at",1.15958916666666,8.43130208333333,8.274555087829,2.03843519973927e-13,6.6300680871948e-12,20.0023254800643
"49452_at",-1.24440016666667,7.67601358333333,-8.27211692462143,2.06516944021233e-13,6.7010765070391e-12,19.9895114073404
"209292_at",-1.86232766666666,7.94692416666667,-8.26858080216639,2.1045633896023e-13,6.82080636197427e-12,19.9709286587015
"213844_at",-1.4130295,8.86888841666667,-8.2677921891206,2.11345028570462e-13,6.84149759448787e-12,19.9667846911135
"210164_at",-1.59359066666667,8.59408883333333,-8.26012544780714,2.20181550606345e-13,7.11911666434177e-12,19.9265033514573
"201925_s_at",-1.01060416666667,11.36533425,-8.25875505636651,2.21799298654711e-13,7.1544995008533e-12,19.9193043171945
"204962_s_at",1.29286516666667,6.12016241666667,8.25859934203727,2.21983865689128e-13,7.15623104749592e-12,19.9184863282339
"225604_s_at",-1.3140175,8.42062225,-8.25421061096828,2.27249075621858e-13,7.31733993499711e-12,19.8954334149212
"204368_at",-1.38810116666667,9.90817091666667,-8.24909779588946,2.33539758175215e-13,7.50222460530547e-12,19.8685812146569
"222934_s_at",-1.37553733333333,8.04121033333333,-8.2442854971307,2.39618767852493e-13,7.67046611963411e-12,19.8433113948061
"1553102_a_at",-1.14299316666667,8.01243725,-8.24118798720303,2.4361458005591e-13,7.78925565178764e-12,19.8270481885223
"209191_at",-1.18974616666667,10.5142225833333,-8.23516679872476,2.51572494401359e-13,8.02024847311622e-12,19.7954391818508
"206331_at",-1.7961745,8.50701791666667,-8.23165310191408,2.56335251053718e-13,8.1625683467455e-12,19.7769964624924
"213006_at",-1.91920583333333,7.99309308333333,-8.2294203114638,2.59408236151517e-13,8.2508116995836e-12,19.7652780819227
"238868_at",-1.42515333333333,6.11017733333333,-8.22772276055459,2.6176905729769e-13,8.31622498997746e-12,19.7563693819755
"204041_at",-1.06248883333334,9.71962925,-8.21633105024052,2.78173963087478e-13,8.81690517785962e-12,19.6965989228767
"223843_at",-1.07694833333333,5.87577216666667,-8.21587199439202,2.78856043087119e-13,8.83340333475565e-12,19.6941908036365
"229860_x_at",1.03017533333334,8.25206433333333,8.21501573798836,2.80132742872476e-13,8.86870742128121e-12,19.6896991442215
"209714_s_at",1.47028583333333,6.64135825,8.21478530975431,2.80477308421997e-13,8.87447733678975e-12,19.688490409925
"231181_at",-1.17351883333333,4.58508291666667,-8.21282203137896,2.83430192686938e-13,8.95236613816194e-12,19.6781922124138
"227255_at",1.00638333333333,7.77980233333333,8.20642862745762,2.93262123095194e-13,9.24155998860503e-12,19.6446608559997
"204007_at",-1.62554383333334,8.87866508333333,-8.20577805436467,2.94281401769342e-13,9.26833850330576e-12,19.6412492087698
"207526_s_at",-2.87255816666667,6.87868641666667,-8.20538221299027,2.94903304809533e-13,9.28257811770939e-12,19.6391734273204
"205609_at",-1.74321316666667,8.21332608333333,-8.20459420786774,2.96145225217626e-13,9.31630620757981e-12,19.6350412314162
"228143_at",2.2368555,7.71672941666667,8.19468292402108,3.12216897661581e-13,9.78249792529912e-12,19.5830770495464
"227985_at",1.36979633333333,8.04494916666667,8.18315697844173,3.3200012158538e-13,1.03548811452827e-11,19.5226690470137
"203892_at",1.58641549999999,10.8998790833333,8.17858220976391,3.40193391951946e-13,1.05922970985038e-11,19.4986989864405
"1559777_at",-1.14056766666666,5.54354616666667,-8.17493881533673,3.46862129308076e-13,1.07815161568613e-11,19.4796116300403
"1554690_a_at",-1.21245766666666,8.51741333333333,-8.17287463668851,3.50697829337125e-13,1.0894547624436e-11,19.4687986637387
"209496_at",-1.14236616666666,11.12737525,-8.16639049891284,3.63023175503195e-13,1.12327629432016e-11,19.4348371745744
"213909_at",1.758185,7.67125483333333,8.16546045061312,3.6482601348086e-13,1.12821619270735e-11,19.4299665439877
"203548_s_at",-1.82828183333333,9.68518408333333,-8.1636873765368,3.68287694782371e-13,1.13785735763943e-11,19.4206814446135
"205534_at",1.48046366666667,5.65129216666667,8.16252193111376,3.70580829542718e-13,1.14407153332852e-11,19.4145786346547
"218309_at",-1.43412983333334,10.13010925,-8.1552855195246,3.8514028093224e-13,1.18634055549128e-11,19.3766908852308
"230636_s_at",-1.08742883333333,7.18348308333333,-8.15440335210678,3.86953616589347e-13,1.189915016143e-11,19.3720727546931
"1558404_at",-1.19394616666667,4.83435841666667,-8.15123822942285,3.93529798361894e-13,1.20877762502452e-11,19.3555045446728
"218976_at",1.91248233333333,7.22853216666667,8.14647717173651,4.03631659912522e-13,1.23772075186299e-11,19.3305856169183
"213348_at",-1.098908,9.16217166666667,-8.14144638437255,4.14585988338068e-13,1.26846608351337e-11,19.3042593884231
"239849_at",-1.47566933333333,4.94169916666667,-8.14009032709946,4.17588973868259e-13,1.27693943770957e-11,19.2971638907438
"208079_s_at",1.322992,6.62357266666667,8.13911311494192,4.1976640225873e-13,1.28288027073762e-11,19.292050886111
"204364_s_at",-1.3480235,7.15983841666667,-8.13693231298712,4.24666453645206e-13,1.29496030970729e-11,19.2806410385792
"207808_s_at",-1.2244725,9.79120058333333,-8.13146620939115,4.3719953111138e-13,1.32947076549025e-11,19.2520464423356
"222843_at",1.263602,7.60623566666667,8.12972646663733,4.41265149004423e-13,1.33959866861837e-11,19.2429465371058
"205756_s_at",-1.087839,9.16849533333333,-8.12918947162172,4.42527629781359e-13,1.34268580234716e-11,19.2401378399456
"209596_at",1.45708483333333,9.74758741666667,8.11204739337519,4.84771397682841e-13,1.46112878546358e-11,19.1505055819024
"223700_at",1.09712216666667,4.71946391666667,8.10977674085651,4.90659631870126e-13,1.4772475425385e-11,19.138636856103
"228347_at",2.0565145,7.77544208333333,8.10904252837612,4.92578750685742e-13,1.48220931170847e-11,19.1347993217382
"243059_at",-1.14524066666667,5.077101,-8.1084692284463,4.94082454044477e-13,1.4850994048863e-11,19.1318029035008
"1558444_at",-1.41422083333333,7.04917791666667,-8.10184614929853,5.11788386877889e-13,1.53578650123757e-11,19.0971909964938
"204069_at",-1.02418016666666,8.48709708333333,-8.08892190943662,5.48175511653109e-13,1.63957856124911e-11,19.029672808266
"219859_at",-1.06685616666666,4.77700391666667,-8.08789350464053,5.5117898244867e-13,1.6467601565782e-11,19.024301593246
"228732_at",-1.0170585,6.67913791666667,-8.08677609662593,5.5446092886162e-13,1.65475716623958e-11,19.0184657491898
"212372_at",-1.17191666666666,11.7482431666667,-8.08366741220123,5.63693990041123e-13,1.67773374553611e-11,19.0022313615467
"1559605_a_at",-1.0304055,6.61631975,-8.08292817182123,5.65911989616389e-13,1.68158902349327e-11,18.998371113362
"205612_at",-2.00269566666666,6.17360016666667,-8.08161188058441,5.6988285074722e-13,1.69154966691663e-11,18.9914978079692
"204822_at",1.665107,5.25982266666667,8.07471226563307,5.91154338475176e-13,1.75183541767644e-11,18.9554752229305
"212681_at",-1.2741475,7.63281491666667,-8.07006299627567,6.05931125387701e-13,1.79368079483338e-11,18.9312066028561
"226218_at",-1.52181516666666,10.4618330833333,-8.0680480942638,6.12448556893813e-13,1.81120722222134e-11,18.920690315272
"231899_at",-1.1232255,7.74744625,-8.06698887382851,6.1590261422634e-13,1.81925853229741e-11,18.9151622784916
"242809_at",-1.72122466666667,7.9579145,-8.06472075443569,6.23364062360839e-13,1.84030400159713e-11,18.9033257448261
"240303_at",1.2608205,6.79853225,8.05902151260435,6.42511687881923e-13,1.89039383863161e-11,18.8735876266322
"230690_at",-1.296788,5.6707035,-8.05895129850906,6.42751192686997e-13,1.89039383863161e-11,18.8732212940252
"206239_s_at",3.33911383333334,7.54474841666667,8.05846650735481,6.44407269182425e-13,1.89424556142737e-11,18.870691986632
"218009_s_at",1.35940383333333,7.00998358333333,8.05728280942366,6.48468691129817e-13,1.90413671791207e-11,18.8645164493585
"218002_s_at",2.38440983333333,8.94821341666667,8.05558239620426,6.54347583318017e-13,1.92018487319453e-11,18.8556455892743
"201058_s_at",-1.2402975,10.7543960833333,-8.05280600492653,6.64060526643426e-13,1.94469787328491e-11,18.8411626466459
"213386_at",-1.0546375,6.37286341666667,-8.04806846999686,6.80966252429435e-13,1.99100694393472e-11,18.8164528297125
"1557961_s_at",-1.09486366666666,5.43767883333333,-8.04391063863518,6.96155274381883e-13,2.03215641360542e-11,18.7947701007067
"227448_at",-1.198121,6.88042016666667,-8.04342448198586,6.97953096797552e-13,2.03631726613694e-11,18.7922350498258
"208029_s_at",1.14043833333333,10.9926773333333,8.04179714899114,7.04004657985044e-13,2.05287758268439e-11,18.7837496913136
"242496_at",-1.22064233333333,5.68513683333333,-8.04031509195265,7.09561329478338e-13,2.06797791520406e-11,18.7760222783279
"213869_x_at",1.27647166666667,8.4376515,8.03921915974922,7.13698311416844e-13,2.07892675422035e-11,18.7703083799065
"239229_at",-1.34992633333333,6.09898866666667,-8.03218001623917,7.40847316699241e-13,2.15227561320568e-11,18.7336136044053
"229613_at",-1.15601666666667,7.21405416666667,-8.02945938759929,7.51613204821918e-13,2.17892110146545e-11,18.7194336034875
"203726_s_at",-1.56217833333333,8.43908716666667,-8.02009174304783,7.89885112705021e-13,2.27899570116871e-11,18.6706199639017
"219093_at",-1.291177,7.94187866666667,-8.01816306932507,7.98001949062911e-13,2.2987753722347e-11,18.6605719685393
"212813_at",-1.03723933333333,9.5750135,-8.01804239272757,7.98512563271247e-13,2.29903498666958e-11,18.6599432918793
"226777_at",1.98297483333333,5.90621741666667,8.0153541700161,8.09971671380799e-13,2.32941256286711e-11,18.6459394546253
