"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"226622_at",1.77883283333334,8.36032558333333,10.4964718918022,1.09631297096488e-18,1.06278212211888e-16,31.9550048827685
"210606_x_at",-1.53696216666666,6.65179558333333,-10.4902979102946,1.13434133628522e-18,1.09770110728132e-16,31.9213788223779
"202340_x_at",-1.60477866666666,9.6600575,-10.4792144041972,1.20594804315458e-18,1.16287847018477e-16,31.8610150034285
"211745_x_at",-2.401583,12.8243433333333,-10.4769500530058,1.22112398899587e-18,1.17337353424164e-16,31.848682974189
"210190_at",-1.639819,6.6242825,-10.4681126419658,1.28220198372171e-18,1.22774769632197e-16,31.8005538077768
"236029_at",-1.92277,6.87824516666667,-10.4676879319595,1.28521298824884e-18,1.22847937294589e-16,31.7982408406181
"223395_at",-2.08896516666667,10.0180965833333,-10.4642816554587,1.30961901536265e-18,1.24962337984211e-16,31.7796904001058
"203083_at",2.13052716666667,9.08071941666667,10.4639168419004,1.31226021964727e-18,1.24996215172847e-16,31.7777036525608
"205713_s_at",2.2045875,6.81551408333333,10.4634875699956,1.3153749132299e-18,1.25074997184078e-16,31.7753658726233
"204894_s_at",-1.95957533333334,10.0095625,-10.4613577982809,1.33093763812596e-18,1.26335096118988e-16,31.7637673565152
"238178_at",-1.82132016666666,5.59203991666667,-10.4571122417881,1.36251211560204e-18,1.28884688443844e-16,31.74064673429
"224606_at",-1.23284283333333,11.68526375,-10.4515561249621,1.40496704890686e-18,1.32671111224495e-16,31.7103894956465
"211699_x_at",-2.55580133333333,12.1806393333333,-10.4507947236321,1.41088710340579e-18,1.3300043513571e-16,31.7062431355863
"220244_at",-1.74885866666667,7.85749,-10.4428686221271,1.47401456974599e-18,1.38712128400795e-16,31.6630806266906
"213541_s_at",-1.802308,8.15508616666667,-10.4424244496328,1.477634563804e-18,1.38813865594474e-16,31.6606618679084
"209710_at",-1.33031066666667,8.37826266666667,-10.434126172044,1.54692284494761e-18,1.45073767662968e-16,31.6154739503347
"212486_s_at",-1.4577245,7.51770408333333,-10.4260268323676,1.61768019966634e-18,1.51449768693077e-16,31.5713706040255
"228863_at",-1.74898849999999,8.85688708333333,-10.4164165564956,1.70584516230987e-18,1.59158846841796e-16,31.5190414126354
"227055_at",1.56484116666667,7.28215025,10.415570200903,1.71383602259869e-18,1.59632000912407e-16,31.5144329849626
"219452_at",-1.2825605,7.89989091666667,-10.4115655444324,1.75215620710138e-18,1.62923708542973e-16,31.4926277238182
"201578_at",-1.06615116666667,9.81535708333333,-10.4014331220288,1.85298024849007e-18,1.71714737434228e-16,31.43745837635
"219436_s_at",-2.29737383333333,7.78457625,-10.3988542829393,1.87955406286971e-18,1.73588882411151e-16,31.4234173664237
"37145_at",-2.02403883333333,8.03533525,-10.3938890751371,1.93179568708124e-18,1.77813012106342e-16,31.3963836826713
"224925_at",-1.00493483333334,8.15973491666667,-10.3872958599395,2.00341603586055e-18,1.84095414723825e-16,31.3604869203854
"209458_x_at",-2.45608166666666,12.5186288333333,-10.3809887510897,2.07441049719941e-18,1.89662866111e-16,31.3261487395215
"240890_at",-1.3552775,7.68633291666667,-10.3797518118613,2.08862593991451e-18,1.90643778405386e-16,31.3194144967239
"201577_at",1.1476275,10.05231275,10.3757629829523,2.13513381791839e-18,1.94240335265704e-16,31.2976984265758
"209894_at",-1.89284716666666,9.39941458333333,-10.3720484457054,2.17937372276074e-18,1.97935645003228e-16,31.2774759778223
"204653_at",1.77507583333333,6.41725258333333,10.3701798188488,2.20197409191249e-18,1.99439084644945e-16,31.2673030340309
"219064_at",-1.39736083333333,8.14787475,-10.3700771327849,2.2032228097951e-18,1.99439084644945e-16,31.2667440057183
"230943_at",-1.768884,6.1593165,-10.3683111129993,2.22480964367249e-18,2.00728493841243e-16,31.2571297385571
"226303_at",-1.80288166666667,8.10654233333333,-10.3624246301806,2.2983007479759e-18,2.0701745205203e-16,31.2250840506236
"231841_s_at",-2.0178935,7.36610675,-10.3556258177732,2.3862061662615e-18,2.14511599855414e-16,31.1880726770987
"238914_at",-1.07674016666667,4.24264491666667,-10.3535324881538,2.41394255380763e-18,2.1636444119579e-16,31.1766772251313
"214505_s_at",-2.47561016666667,9.13371125,-10.3531908878845,2.41849919799378e-18,2.16418074714092e-16,31.1748176664955
"203821_at",-2.01943183333333,9.48966425,-10.3512238426264,2.44490558644692e-18,2.18423550553898e-16,31.1641097772273
"213364_s_at",-1.14784633333334,9.66826983333333,-10.3487231901845,2.47889169183185e-18,2.20738441776721e-16,31.1504972528472
"227198_at",-2.27478283333333,7.08308141666667,-10.3468312347043,2.50491842060809e-18,2.22693357149182e-16,31.1401983226245
"204719_at",-2.81134883333332,8.60454775,-10.3404094558692,2.59531331723993e-18,2.29981775721383e-16,31.1052417648597
"203373_at",-2.00870066666666,10.1882338333333,-10.3340415153747,2.68816884733257e-18,2.37824646808913e-16,31.0705792520344
"227289_at",-1.72243416666667,8.67647891666667,-10.3292335470823,2.76047042281373e-18,2.43826688800227e-16,31.0444087665871
"235334_at",-1.5581285,6.07874858333333,-10.327066831064,2.79368527964953e-18,2.45965769186535e-16,31.0326151954522
"205303_at",-1.29243166666667,7.9391365,-10.3254038529973,2.81944867107807e-18,2.47437168685704e-16,31.0235635804269
"221087_s_at",-1.05550666666667,9.002359,-10.3210604309931,2.88786373145159e-18,2.53035175508199e-16,30.9999225930487
"222608_s_at",2.49188516666667,6.00422608333333,10.3098691303786,3.07188384043885e-18,2.68728398361591e-16,30.9390112027516
"231311_at",1.3742525,5.48579825,10.3030590947966,3.18954972452516e-18,2.78131788179287e-16,30.9019474898103
"232578_at",-4.16088183333333,8.33442408333333,-10.2966456818248,3.30447729324065e-18,2.87694738866134e-16,30.8670435066228
"236401_at",-1.2783235,6.86382758333333,-10.2878146114371,3.46953088998557e-18,3.01584421955423e-16,30.8189835886282
"226974_at",-1.97165733333333,8.26967233333333,-10.2785515023135,3.65151803292788e-18,3.16397382647119e-16,30.7685747121125
"206637_at",-1.65885333333334,7.98672666666667,-10.2780130826838,3.66238465953983e-18,3.16836837437247e-16,30.7656447604345
"213451_x_at",-1.71711316666666,9.56583725,-10.2728514293461,3.76821315478532e-18,3.24963807946194e-16,30.7375566747421
"217232_x_at",-2.47276833333333,12.4558188333333,-10.2664706460631,3.90326994107774e-18,3.35025563623902e-16,30.7028354917532
"230720_at",-1.587826,6.3355735,-10.2552600050599,4.15237498397532e-18,3.55848122647101e-16,30.6418353030033
"203910_at",-1.31447416666667,10.0132039166667,-10.2546922519226,4.1654049970921e-18,3.55849247212516e-16,30.6387460969963
"210155_at",-1.06600733333333,6.84430433333333,-10.2493533608791,4.28994922293504e-18,3.65375143423915e-16,30.6096970701183
"38037_at",-1.79813783333333,9.07412708333333,-10.2490575031364,4.29695870547009e-18,3.65375143423915e-16,30.608087325582
"216333_x_at",-1.70718616666666,9.53875175,-10.2473128572736,4.33852629584085e-18,3.68336840411644e-16,30.5985948620689
"225544_at",-1.03529533333334,8.51886616666667,-10.2424388751473,4.45679414134269e-18,3.77206222411628e-16,30.5720764285115
"225177_at",-1.29035983333333,10.9271550833333,-10.2421438622014,4.46405518447349e-18,3.7723681176366e-16,30.5704713401137
"226769_at",-2.035342,9.21278366666667,-10.2413647237176,4.4832887064379e-18,3.77694622533886e-16,30.5662322634155
"204731_at",-2.15749783333333,9.08040858333333,-10.2396937994012,4.52481615491493e-18,3.80606651184575e-16,30.5571412873861
"226280_at",-1.27808483333333,8.84340008333333,-10.2320703804957,4.71921120513507e-18,3.95740602209755e-16,30.515665703913
"218678_at",-1.2293765,9.03767258333333,-10.228578132681,4.81102791355471e-18,4.02822283573666e-16,30.4966665397266
"226751_at",-1.1453475,9.57809641666667,-10.2258147501464,4.88494477420038e-18,4.08385864723862e-16,30.4816329424224
"209167_at",-2.111499,8.35873083333333,-10.218067706481,5.0982730847956e-18,4.23746521880035e-16,30.4394880319872
"218858_at",1.59635783333333,8.41990708333333,10.218017561829,5.09968379327047e-18,4.23746521880035e-16,30.4392152446438
"206380_s_at",-1.2883895,7.90582425,-10.2163137405329,5.14784947656015e-18,4.27099651185017e-16,30.429946488024
"227006_at",-1.69711066666667,8.801431,-10.2149558597193,5.18656092992632e-18,4.29009408235585e-16,30.4225597054748
"1554576_a_at",1.25673833333333,7.06953933333333,10.2135607838019,5.22663568325535e-18,4.31671157072487e-16,30.4149706434561
"209555_s_at",-2.65054466666667,8.3286335,-10.2103976889077,5.3186478947629e-18,4.37947400069521e-16,30.3977639735325
"218424_s_at",1.30562799999999,9.01860983333333,10.1992400790955,5.65632963581719e-18,4.62963806644169e-16,30.3370710796242
"204777_s_at",-1.35173133333333,8.1933665,-10.1960590485402,5.7564684327584e-18,4.69753599344874e-16,30.3197682801314
"242641_at",-1.24976416666667,5.15914008333333,-10.1911985404005,5.91290835495579e-18,4.80368891986936e-16,30.2933308084753
"208190_s_at",1.041171,9.78772333333333,10.1880292226786,6.01719625517744e-18,4.881160315309e-16,30.2760925383983
"229302_at",-1.87110833333333,7.28543083333333,-10.1851325784448,6.11411809353541e-18,4.95243565576368e-16,30.2603376548721
"207111_at",-1.205234,6.92258516666667,-10.1809905953281,6.25542476828577e-18,5.05192539447599e-16,30.2378098339741
"219888_at",1.5241265,7.24910875,10.1787946869082,6.33165831355604e-18,5.10595012232561e-16,30.2258667420246
"236936_at",-2.39701383333334,7.23813208333333,-10.1761612769759,6.42430512225096e-18,5.16542474351575e-16,30.2115443796524
"218930_s_at",1.36986216666667,8.77149725,10.1574442843591,7.12299416228178e-18,5.67710941432589e-16,30.109754700686
"242500_at",-1.65781516666667,6.93805941666667,-10.1567520937025,7.15024027503334e-18,5.69052965120012e-16,30.1059905485881
"212353_at",2.13604933333334,8.5932475,10.1467935105342,7.55395383906336e-18,6.00308758940101e-16,30.0518373209397
"239132_at",-1.33639483333333,5.76276925,-10.1439525058008,7.67324570053639e-18,6.08903786178269e-16,30.0363890091758
"213618_at",-1.1393685,8.60425408333333,-10.1402641118374,7.83093073840113e-18,6.20516142205916e-16,30.0163333358357
"206102_at",1.96395183333333,6.26658141666667,10.1398792968903,7.84756756633982e-18,6.20934524876454e-16,30.0142409288339
"209683_at",-1.30169816666667,7.41976808333333,-10.1354107457372,8.04336283314586e-18,6.35217805880055e-16,29.9899438463979
"224443_at",1.16979983333333,6.92121075,10.1352314407615,8.05132033790358e-18,6.35217805880055e-16,29.9889689169964
"219529_at",-1.87641333333333,9.1403855,-10.1345423682902,8.08197443314139e-18,6.36671748583483e-16,29.9852222551656
"226633_at",-1.00855566666667,9.88504833333333,-10.1256668826818,8.48738961334741e-18,6.66735671134727e-16,29.9369655022079
"203186_s_at",-1.09138533333334,12.627994,-10.119213087793,8.7948853041436e-18,6.89900077480705e-16,29.9018774623403
"237252_at",-1.803185,6.67828983333333,-10.0958002296229,1.0006817083479e-17,7.79377099770962e-16,29.774599097399
"232080_at",-1.35608583333333,8.39778425,-10.0933151211893,1.01448695231205e-17,7.89005321730601e-16,29.7610906052408
"235666_at",-1.65859133333333,9.33028316666667,-10.0920349575383,1.02167257589831e-17,7.93465171693752e-16,29.7541320139447
"210298_x_at",-2.48058366666667,8.83712466666667,-10.0900752100004,1.03277134229653e-17,8.00485115173049e-16,29.7434795259966
"211048_s_at",1.08437316666667,9.56248725,10.0836446948248,1.07004260015879e-17,8.27504655780505e-16,29.7085265705302
"241381_at",-1.03522833333333,7.29655716666667,-10.0768606755398,1.11081997485294e-17,8.57826018715883e-16,29.6716538727275
"203287_at",1.39025666666667,7.94319116666667,10.0755840684835,1.11866516040057e-17,8.62665975245434e-16,29.6647154203767
"202468_s_at",-1.177881,9.7414735,-10.0713351591185,1.1451769552457e-17,8.80626582673117e-16,29.6416227458108
"1554079_at",-1.17768933333333,9.056527,-10.0577182821141,1.23444404069468e-17,9.46609087306892e-16,29.5676202773951
"219440_at",-1.43048749999999,8.09721575,-10.0519806737068,1.27410834331478e-17,9.74291939450845e-16,29.5364408005739
"219563_at",-1.4152995,8.24931225,-10.0473033501613,1.30738277996665e-17,9.95559240872936e-16,29.5110241348199
"202341_s_at",1.45846983333334,8.97725141666667,10.0366140104713,1.38672122016297e-17,1.05450601825327e-15,29.4529413981964
"222067_x_at",1.2441295,8.81690208333333,10.0323989598632,1.41931223553828e-17,1.07779022886188e-15,29.4300393389193
"204981_at",1.45999233333333,8.681289,10.0291882680326,1.44464981700337e-17,1.09550941393425e-15,29.4125948569757
"202551_s_at",-1.20669566666666,9.35223683333333,-10.0237469340888,1.48862658716521e-17,1.12690934093395e-15,29.3830317258607
"214039_s_at",1.105258,12.261861,10.0235577782473,1.49017915591266e-17,1.12690934093395e-15,29.382004051801
"213221_s_at",-1.01453583333333,7.29757408333333,-10.0103558499135,1.60263125468626e-17,1.20694027341558e-15,29.310282377084
"205934_at",-1.2441455,6.26857975,-10.0051134858159,1.64960101611059e-17,1.24060434052058e-15,29.2818044186386
"216905_s_at",1.1547955,7.90820475,10.0042689984503,1.65729485689731e-17,1.24467852061621e-15,29.2772170422036
"209612_s_at",-3.36491816666666,10.60629175,-9.99879800442505,1.70801480049419e-17,1.28101110037064e-15,29.2474985641348
"219597_s_at",-1.92627866666667,8.253736,-9.99607194311898,1.73386300245069e-17,1.29861588573961e-15,29.2326910642387
"220301_at",-1.571867,6.94260666666667,-9.99480315698388,1.74602635218526e-17,1.3059369467268e-15,29.2257993447606
"230151_at",-1.163497,6.761026,-9.99165782001536,1.77654818317221e-17,1.32679605780065e-15,29.2087149876974
"202746_at",-1.78455316666666,9.84893775,-9.99143115301507,1.77876819454572e-17,1.32679605780065e-15,29.2074838295106
"227804_at",1.196156,7.631243,9.98846711035486,1.80805475312515e-17,1.3458016499252e-15,29.1913846252258
"202870_s_at",1.787685,6.728873,9.98517525585292,1.8411449943789e-17,1.36586977703753e-15,29.1735053634551
"230130_at",-2.0050265,8.96470908333333,-9.98404688789369,1.85262615486782e-17,1.37251295104802e-15,29.1673768958888
"208658_at",1.146792,8.720002,9.98380267847477,1.85512038559577e-17,1.37251295104802e-15,29.1660505367687
"41644_at",-1.19914,9.58660566666667,-9.98155630509694,1.87822157766422e-17,1.38772655079448e-15,29.1538500755977
"201291_s_at",2.247334,5.913374,9.98017200004287,1.89260029211894e-17,1.39622423531831e-15,29.1463317754121
"229276_at",1.12513,5.79893183333333,9.97891087815787,1.9057951751787e-17,1.40122487827802e-15,29.1394825696611
"228153_at",-1.11008566666666,10.440634,-9.96933745595754,2.00900194967368e-17,1.47045765940491e-15,29.087491233491
"207165_at",1.902959,6.51481883333333,9.96933579411526,2.00902034124457e-17,1.47045765940491e-15,29.0874822087166
"218625_at",-1.81757533333333,7.57789316666667,-9.96736917062238,2.03090317467341e-17,1.48448704646081e-15,29.0768023816749
"204422_s_at",-1.82542133333334,6.10358716666667,-9.9654387475295,2.05261467684724e-17,1.49835390462781e-15,29.0663193126132
"203071_at",-1.12271583333333,8.15623608333333,-9.94595049500687,2.28520911998429e-17,1.65928032715991e-15,28.9604988461447
"225673_at",-1.30722416666667,11.9037090833333,-9.94080523998313,2.35089326185488e-17,1.70470940440206e-15,28.9325632396826
"220327_at",-1.9349775,7.88086825,-9.94051201021573,2.35469289855629e-17,1.7052031023651e-15,28.930971217613
"240616_at",1.30913766666667,6.64885733333333,9.93281718320577,2.45662346855343e-17,1.77197741613666e-15,28.8891954089097
"214414_x_at",-2.10576966666666,13.042639,-9.93210418803376,2.46628843309691e-17,1.77660500763602e-15,28.8853246446486
"209426_s_at",1.18917849999999,7.07581141666667,9.93117055261787,2.47900170857299e-17,1.78341340021353e-15,28.8802560877019
"236089_at",-1.687662,6.24270916666667,-9.92659402305343,2.54227304782587e-17,1.82652797489986e-15,28.8554114416359
"228174_at",-1.44936666666667,6.96419383333333,-9.92362846088831,2.58413088849608e-17,1.85173468320476e-15,28.8393128015663
"232227_at",-1.0781155,6.73312991666667,-9.92107918808179,2.6206625687604e-17,1.87545452810176e-15,28.8254743368992
"1569095_at",-1.21830933333334,6.705313,-9.91834425484543,2.66042838074054e-17,1.89894153677531e-15,28.8106283809018
"222899_at",1.09691066666667,7.49819633333333,9.91420165129009,2.72181210034701e-17,1.94022264128387e-15,28.7881418974947
"216548_x_at",1.30667333333333,7.3043455,9.89655916087682,2.99946909844207e-17,2.12430016784094e-15,28.6923859869876
"1556499_s_at",1.48741466666667,12.245076,9.89155222346741,3.0832995647353e-17,2.18084610222384e-15,28.6652132607003
"201539_s_at",-2.47100533333333,8.2222665,-9.89081125307299,3.09590268610791e-17,2.18693125791925e-15,28.6611921089061
"218326_s_at",1.822028,7.0293225,9.87988768410624,3.28778248097685e-17,2.31947751157947e-15,28.6019144843381
"215184_at",-1.257503,8.03493333333333,-9.87470396162825,3.38294808649427e-17,2.38057096511812e-15,28.5737867028485
"1552553_a_at",-1.14894133333333,6.58526533333333,-9.87469642105931,3.38308850461231e-17,2.38057096511812e-15,28.5737457874007
"220351_at",-1.77455216666667,6.36680425,-9.87114801180141,3.44981576467512e-17,2.42440458783563e-15,28.5544922891193
"208790_s_at",-1.56517433333333,8.33510983333333,-9.86687657982888,3.53188457178054e-17,2.47571524310386e-15,28.5313165574729
"221729_at",1.73482933333333,9.96831283333333,9.86502124510826,3.56813641114609e-17,2.4979239216314e-15,28.521250262401
"217546_at",-3.11588,9.08570583333333,-9.86260304006925,3.615944544657e-17,2.52170622422349e-15,28.5081303267386
"206093_x_at",-1.630191,9.522342,-9.86182284736393,3.63150506948776e-17,2.52933171559546e-15,28.5038974670883
"202085_at",-1.022047,9.911271,-9.85485804469694,3.77341045503003e-17,2.62148941078484e-15,28.4661120037378
"206176_at",-1.36631283333333,6.72813791666667,-9.85201090928793,3.83300184732785e-17,2.6561391128346e-15,28.4506664443007
"223278_at",2.57142833333333,6.2888695,9.85093067398924,3.85585656530934e-17,2.66859440137074e-15,28.4448063355164
"209220_at",-1.98719383333333,8.74375691666667,-9.84830337298389,3.91201227942141e-17,2.70403630059881e-15,28.430553890375
"227240_at",1.08215083333333,6.55244141666667,9.84327025332474,4.02188018782448e-17,2.77390537107199e-15,28.403251498411
"205498_at",-1.85500816666667,7.09088008333333,-9.84320878281245,4.02324089485155e-17,2.77390537107199e-15,28.4029180570028
"218039_at",1.68029033333333,7.54037083333333,9.83732484960587,4.15563761717077e-17,2.86047225212027e-15,28.371002102146
"232105_at",1.27669133333333,5.621723,9.82855189573649,4.36116184417948e-17,2.9880516770741e-15,28.3234187826702
"210090_at",-1.3431195,6.71104141666667,-9.82418125994089,4.46730901269551e-17,3.05694768797405e-15,28.2997145824983
"221133_s_at",-2.8955285,8.41321841666667,-9.82056785429108,4.55701063944475e-17,3.11230363313612e-15,28.2801180079317
"204078_at",1.03538833333334,7.48613,9.82046504995427,4.55958886171382e-17,3.11230363313612e-15,28.279560479743
"224839_s_at",1.38375883333333,6.70758375,9.81712393582731,4.6441778600203e-17,3.16214725400511e-15,28.2614412711698
"205819_at",-1.95907283333333,9.34679708333333,-9.81475800608743,4.70502329836404e-17,3.19959140345838e-15,28.2486109557717
"218755_at",1.68324733333333,6.24024316666667,9.81374504917711,4.73131656036656e-17,3.21347494332971e-15,28.243117835783
"206010_at",1.8988605,6.56567208333333,9.81047139891296,4.81729772841904e-17,3.26376398142889e-15,28.2253656835094
"205019_s_at",-1.89739266666667,9.29934266666667,-9.80830265143222,4.87511629169238e-17,3.29884880257773e-15,28.2136054543757
"219243_at",-1.31539099999999,9.3659005,-9.80670838728027,4.91806054020027e-17,3.31969086463518e-15,28.2049605777409
"205495_s_at",-1.73607133333333,7.78883083333333,-9.80459239961328,4.97564210946321e-17,3.35441716812455e-15,28.1934868782063
"219195_at",-1.23813266666666,6.60301,-9.80429061298299,4.98390917133315e-17,3.35585263476158e-15,28.1918504950571
"225655_at",1.87243116666666,6.76621541666667,9.80288534627042,5.02258562349295e-17,3.37773516561473e-15,28.184230757951
"219167_at",-1.13247366666666,8.23904216666667,-9.79055714062723,5.37499365073858e-17,3.60586230495868e-15,28.1173885827364
"1556314_a_at",-1.52631466666667,6.7620475,-9.78365952397044,5.58282528424557e-17,3.73611961341648e-15,28.0799941719953
"202242_at",-1.94342166666667,8.9998245,-9.77249812768826,5.93625496543469e-17,3.96778411045406e-15,28.0194900091556
"209116_x_at",-2.59599800000001,12.3695881666667,-9.77188792948556,5.95620854075309e-17,3.97626009726099e-15,28.0161824257872
"213438_at",-1.457597,6.2271415,-9.76935452756087,6.03976970952562e-17,4.02160581086876e-15,28.0024503319447
"204220_at",-1.14688466666667,9.750454,-9.76772038100726,6.09428987688665e-17,4.04866705976643e-15,27.9935927721044
"209897_s_at",-1.68468716666667,9.90471908333333,-9.7641595216184,6.21479869782151e-17,4.12371503402173e-15,27.9742923881266
"207761_s_at",-1.21215183333333,11.69144075,-9.76079658976782,6.33079232268238e-17,4.19050932497166e-15,27.9560654721956
"202310_s_at",2.2631795,11.3791834166667,9.75649742688892,6.4822308115808e-17,4.28556190596348e-15,27.9327651866377
"208983_s_at",-1.73521983333333,9.90923575,-9.75363550088214,6.58504192484476e-17,4.34302976165123e-15,27.9172549271118
"32625_at",-1.13118083333333,7.95648858333333,-9.75045626116523,6.70116160072728e-17,4.40897726257237e-15,27.9000255405982
"202404_s_at",1.831759,11.8987958333333,9.74903696995853,6.75365805687016e-17,4.43817613292519e-15,27.8923341074506
"203562_at",-1.609674,8.71116216666667,-9.74763698787721,6.8058424622823e-17,4.45791035557937e-15,27.8847474301696
"211056_s_at",1.15203033333333,7.23422433333333,9.74757537212762,6.80814841684275e-17,4.45791035557937e-15,27.8844135293907
"213515_x_at",-1.81577666666667,8.47427616666667,-9.74552054346715,6.88549819850474e-17,4.50316523927328e-15,27.8732783728634
"209210_s_at",-1.19426583333334,10.7760709166667,-9.74401504999879,6.94272560527134e-17,4.53516753247564e-15,27.8651202321474
"209866_s_at",-1.333084,5.72194766666667,-9.7348215656307,7.30264007069034e-17,4.74758437413786e-15,27.8153044315968
"218546_at",-1.24699683333334,9.09463141666667,-9.7326826067637,7.38901373316139e-17,4.78099793917869e-15,27.8037149920125
"235561_at",-1.42551433333333,6.24815116666667,-9.73065511965323,7.47182721795291e-17,4.82886705841106e-15,27.7927297876157
"210549_s_at",-1.311048,7.527348,-9.69597577708041,9.04072785626243e-17,5.78807723116098e-15,27.6048708300292
"212914_at",-1.07185266666667,9.066745,-9.69050027472649,9.31687377140727e-17,5.95761800379073e-15,27.5752166296096
"225776_at",-1.08674333333333,8.91665883333333,-9.69029602293791,9.32733609738429e-17,5.95761800379073e-15,27.5741104798112
"227947_at",-1.172411,9.48849,-9.68504760413332,9.60023332148594e-17,6.12476962488033e-15,27.5456879387593
"203755_at",1.7690195,6.80372625,9.68320320431865,9.69801528552696e-17,6.16556960158356e-15,27.5357000963798
"219477_s_at",-1.05377133333333,8.36831216666667,-9.68032525589311,9.8525807719293e-17,6.25235392774306e-15,27.5201157813396
"40687_at",-1.045496,7.49715666666667,-9.68002536926954,9.86882750734752e-17,6.25235392774306e-15,27.5184919018884
"203063_at",-1.07532266666666,8.98485666666667,-9.6738637773388,1.02086218487387e-16,6.46014351365495e-15,27.4851282743418
"1556037_s_at",-1.96980583333333,6.68973625,-9.67088860036508,1.03768500323073e-16,6.55900896550751e-15,27.4690192244111
"208555_x_at",1.13480533333333,6.28685116666667,9.64837129845259,1.1743072289078e-16,7.38840595403152e-15,27.347118012721
"214073_at",1.129525,6.63617133333333,9.64753627321656,1.17970514952251e-16,7.41383667243028e-15,27.3425980924038
"226992_at",-1.80570633333333,8.07745233333333,-9.64730964777707,1.18117440999734e-16,7.41454774587884e-15,27.3413713960762
"213713_s_at",1.19188466666666,7.8891285,9.63826460966442,1.24133052557284e-16,7.78322780799257e-15,27.2924144276078
"220266_s_at",-2.32172666666667,8.32200616666667,-9.63033301945051,1.29659204444185e-16,8.12040893812807e-15,27.2494885034226
"238906_s_at",-1.772568,6.17188316666667,-9.62248971236843,1.35365210598365e-16,8.42949076248928e-15,27.2070444650816
"222587_s_at",1.458767,7.48850266666667,9.62197391773189,1.35749114646958e-16,8.44378025406419e-15,27.2042533870705
"205407_at",-1.538194,8.74928483333333,-9.62147066063653,1.36124734248323e-16,8.45752255116712e-15,27.2015301695631
"203549_s_at",-1.70144816666667,10.5311269166667,-9.62017303106449,1.37098047288444e-16,8.50832660101663e-15,27.1945085332637
"231980_at",-1.259498,5.59845733333333,-9.61639410403263,1.3997224789906e-16,8.6572201966981e-15,27.174060927223
"218711_s_at",-2.51323716666666,8.35471375,-9.61129821447737,1.43943554410286e-16,8.89278399704226e-15,27.1464888137745
"230831_at",1.50537033333333,4.6926345,9.60061241686956,1.52640009505504e-16,9.39818977445206e-15,27.0886773189497
"212448_at",-1.50853216666667,9.07713825,-9.59421668467009,1.58093870327137e-16,9.71211501138903e-15,27.0540793287847
"202552_s_at",-1.08824683333333,8.47241325,-9.59041246207729,1.61429646527297e-16,9.90591012781141e-15,27.03350155099
"205033_s_at",-2.294399,6.55719683333333,-9.58612631112364,1.65272221927848e-16,1.01189907434547e-14,27.0103181223497
"204513_s_at",-1.05459883333333,8.18108975,-9.58558035520214,1.6576818492396e-16,1.01380039269771e-14,27.0073651838823
"213506_at",1.48784716666666,8.96177025,9.58519592771792,1.66118301337395e-16,1.01480649448291e-14,27.0052859245259
"220646_s_at",-1.94239383333333,6.60261408333333,-9.57444571338327,1.76213586580157e-16,1.07407779780046e-14,26.9471452125044
"238439_at",1.99603633333334,7.76463416666667,9.57162289025801,1.78964431630607e-16,1.08698865484028e-14,26.9318797869014
"227996_at",1.158643,6.07483016666667,9.57145744334318,1.79126982718078e-16,1.08698865484028e-14,26.9309850908372
"209613_s_at",-3.33909033333333,10.2319236666667,-9.57102311554132,1.79554409808488e-16,1.08837442974269e-14,26.9286363624505
"231067_s_at",-2.04265383333333,5.95300275,-9.57068624640389,1.7988662732898e-16,1.08918065882746e-14,26.9268146735117
"204580_at",3.17540266666667,6.99293266666667,9.56355667796644,1.87063399252275e-16,1.13138178695997e-14,26.8882619398425
"218995_s_at",-1.62404533333333,9.41350866666667,-9.55742170473686,1.93467247545596e-16,1.16624275188043e-14,26.8550902931702
"227725_at",2.03561483333333,8.14349675,9.55575346359221,1.95246118833107e-16,1.17566977392072e-14,26.846070616341
"215076_s_at",1.54567333333334,12.4315016666667,9.55083657881241,2.00584567417147e-16,1.2064863832269e-14,26.8194876548095
"211696_x_at",-2.30761666666666,12.6801941666667,-9.5473586182828,2.04448429366754e-16,1.22837559072827e-14,26.8006852276138
"228890_at",-1.543984,8.27611966666667,-9.54594892544585,2.06035606379146e-16,1.2365528846081e-14,26.7930644426766
"226150_at",1.04030433333334,9.05968916666667,9.54511038071375,2.06985551601766e-16,1.24089199932308e-14,26.7885313461004
"205792_at",-1.60052583333333,8.44583808333333,-9.54323500825717,2.09125912264963e-16,1.25235041107194e-14,26.7783934358432
"230179_at",-1.5275695,7.83510475,-9.53977192269909,2.13136536520896e-16,1.27357815675191e-14,26.7596733126002
"242283_at",1.20531683333333,5.79583791666667,9.53705360369639,2.16338327425248e-16,1.29129891397112e-14,26.7449797199445
"203185_at",-1.16937983333333,9.50746541666667,-9.53656601416935,2.16917693385797e-16,1.293345134773e-14,26.7423441615875
"206023_at",1.53712266666667,6.27999533333333,9.53524961225521,2.18489618160882e-16,1.30129846110525e-14,26.7352287253885
"231925_at",-1.51949266666667,6.628833,-9.53284750191727,2.21387344237335e-16,1.314593800671e-14,26.7222451246455
"213058_at",-1.03463533333333,8.313013,-9.53260362608766,2.21683673382471e-16,1.314593800671e-14,26.7209269794589
"244025_at",-1.15947533333333,7.14201316666667,-9.53236377137945,2.21975502540811e-16,1.31489822333898e-14,26.719630572585
